993;1517;104380
552;1142;26983
603;1139;11043
1073;1593;91624
772;1338;27951
389;997;11857
532;1072;7855
738;1290;57214
937;1507;84805
989;1573;56475
931;1413;88098
841;1407;35267
583;1139;6999
898;1494;37246
871;1329;81829
619;1029;19610
596;1030;100000
527;1079;7348
500;998;7254
687;1249;21350
