151;521;626
517;903;10578
296;732;8990
675;1067;29667
567;985;23175
395;821;7252
472;866;9700
516;948;11974
252;668;1589
259;659;2976
561;985;20793
378;792;4119
438;862;7017
266;664;2460
409;853;13180
498;916;9271
524;974;10783
275;671;2003
601;1009;23353
654;1048;40925
