152;344;2222
141;309;1990
92;296;714
143;341;1975
138;322;1855
213;387;3012
187;387;2194
163;357;1627
194;372;1881
130;264;3641
138;276;1094
153;341;1270
107;285;506
97;299;989
100;272;1608
144;336;1343
115;301;1085
128;298;2234
186;374;1975
162;350;2655
