374;680;6621
337;633;6536
188;488;1353
340;594;6806
187;487;2346
111;377;449
367;663;5888
237;479;9345
270;570;3083
109;395;458
298;596;4414
285;557;5770
114;394;1035
278;584;6046
115;407;1125
364;614;8098
238;530;2257
340;586;11174
347;625;15721
251;531;3241
