22;74;77
31;79;83
29;79;65
24;72;52
17;71;35
15;71;29
28;74;68
25;71;65
17;71;37
22;74;51
17;71;38
17;71;39
17;71;40
17;71;39
17;71;37
25;71;71
23;75;56
25;71;81
27;75;72
31;79;96
